id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1590519,2026-07-01T01:09:01.564306Z,2026-07-01,en-US,update,thunderbird;update;thunderbird-140120;thunderbird-14012;,billc1224,"Upcoming Thunderbird snap/flatpak update - no entry found for Thunderbird in ""~/.var/app/"" directory",https://support.mozilla.org/questions/1590519,os:linux,Linux/Ubuntu 24.04,,140.12.0esr/64-bit,140,,,,0,false,,False,
1590539,2026-07-01T05:13:02.576499Z,2026-07-01,nl,security,thunderbird;android;security;firefox-1520;,mroelandse62,ik wil graag mijn emails beveiligen,https://support.mozilla.org/questions/1590539,os:android,Android,,,,,,,1,true,3.48,False,
1590558,2026-07-01T09:08:27.590382Z,2026-07-01,cs,attachments,thunderbird;windows-10;attachments;thunderbird-1520;,fandovic,Chyba editoru při přeposílání (inline): Uzamčení dočasných souborů v Tempu při ukládání konceptu a odesílání,https://support.mozilla.org/questions/1590558,os:windows,Windows 10,,"152,0,1",152,,proto:smtp,,0,false,,False,
1590568,2026-07-01T10:15:28.840053Z,2026-07-01,en-US,search,thunderbird;search;thunderbird-140120;thunderbird-14012;,vilro03,Quick Filter does not return correct results in Unified Inbox,https://support.mozilla.org/questions/1590568,os:macos,Mac OS x 26.5.1,,140.12.0 ESR (aarc,140,,,,2,true,65.15,False,
1590573,2026-07-01T11:06:06.432462Z,2026-07-01,en-US,install,thunderbird;windows-11;install;,maginty,How to Download a older version of thunderbird,https://support.mozilla.org/questions/1590573,os:windows,Windows 11,,2025,,,,,2,true,1.26,False,
1590586,2026-07-01T11:48:06.746264Z,2026-07-01,nl,send-and-receive-email,linux;thunderbird;send-and-receive-email;,herbie.beekman123,Mijn pc zou spam versturen.,https://support.mozilla.org/questions/1590586,os:linux,Linux,,140.12.Oesr,140,,,,1,true,2.67,False,
1590593,2026-07-01T13:18:09.687575Z,2026-07-01,en-US,profiles,thunderbird;windows-11;profiles;thunderbird-1520;,johnalcide,Too much disk space used by Thunderbird,https://support.mozilla.org/questions/1590593,os:windows,Windows 11,,152.0,152,,,,8,true,0.9,False,
1590601,2026-07-01T14:05:14.917821Z,2026-07-01,en-US,send-and-receive-email,thunderbird;windows-10;send-and-receive-email;,admin1051,my thunderbird email has suddenly duplicated all emails in my inbox. How do I undo?,https://support.mozilla.org/questions/1590601,os:windows,Windows 10,,don't know,,,,,0,false,,False,
1590611,2026-07-01T14:45:26.857575Z,2026-07-01,en-US,customization,linux;thunderbird;customization;thunderbird-1520;thunderbird-15201;,michael168,Changing the font size/type for Message Source?,https://support.mozilla.org/questions/1590611,os:linux,Linux,,152.0.1,152,,,,0,false,,False,
1590617,2026-07-01T15:19:00.665698Z,2026-07-01,en-US,connectivity,thunderbird;connectivity;,bmontgomery0735,Thunderbird cannot connect to server,https://support.mozilla.org/questions/1590617,os:windows,Win 10,,140.42.oesr,140,,,,1,true,2.66,False,
