id,created,created_date,locale,topic,tags,creator,title,question_url,os,os_raw,macos_release,tb_version,tb_version_major,mail_provider,protocol,av,num_answers,is_answered,first_answer_hours,is_solved,solved_by
1584936,2026-06-01T03:09:15.511357Z,2026-06-01,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,marqueandreprisal,Why isn't thinderbird compatible with simple pop3?,https://support.mozilla.org/questions/1584936,os:android,android,,version 19.0 net.t,,m:gmail,proto:pop,,2.0,true,1.12,False,
1585005,2026-06-01T14:11:51.095832Z,2026-06-01,en-US,attachments,android;thunderbird-android;attachments;,tomamacheng,Can't attach files for replying email,https://support.mozilla.org/questions/1585005,os:android,Android,,19.0,,,,,1.0,true,8.69,False,
1585012,2026-06-01T15:03:45.708667Z,2026-06-01,en-US,search,android;thunderbird-android;search;,szolfy77,Search function!!,https://support.mozilla.org/questions/1585012,os:android,Android,,19.0,,m:microsoftemail,,,0.0,false,,False,
1585253,2026-06-02T17:36:49.690858Z,2026-06-02,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,mr.davidlove2013,how to create new folder,https://support.mozilla.org/questions/1585253,os:android,Android 14,,19.0,,,,,3.0,true,0.23,False,
1585582,2026-06-04T14:27:45.516757Z,2026-06-04,en-US,customization,android;customization;thunderbird-android;thunderbird-170;,flemming.bock,Hvordan undgår jeg at skulle slette de samme emails to gange,https://support.mozilla.org/questions/1585582,os:android,Android,,17.Ø.,,,,,0.0,false,,False,
1585607,2026-06-04T17:28:10.038488Z,2026-06-04,en-US,passwords-and-sign-in,android;passwords-and-sign-in;thunderbird-android;,t.hill3,How to create an app password?,https://support.mozilla.org/questions/1585607,os:android,Android,,19.0,,,,,3.0,true,1.5,False,
1585622,2026-06-04T19:47:52.598780Z,2026-06-04,en-US,tags,android;thunderbird-android;tags;thunderbird-170;,golovin.axel,How do I find a letter marked with a star?,https://support.mozilla.org/questions/1585622,os:android,Android,,17.0,,,,,2.0,true,21.72,False,
1585727,2026-06-05T13:36:17.137681Z,2026-06-05,en-US,import-and-export-email,windows-10;thunderbird-android;import-and-export-email;,stixman,Accessing local folders on android,https://support.mozilla.org/questions/1585727,os:windows,Windows 10,,19.0,,,,,2.0,true,3.87,True,platform34
1585920,2026-06-06T16:03:39.324780Z,2026-06-06,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,perry13,"Thunderbird has stopped receiving emails.  I followed the instructions I found. restet cache, I have enough memory check",https://support.mozilla.org/questions/1585920,os:android,Android 16,,19.2,,,,,0.0,false,,False,
1586099,2026-06-07T17:49:44.725316Z,2026-06-07,en-US,connectivity,thunderbird-android;connectivity;,richard.huetter,Sync not working correctly all the time,https://support.mozilla.org/questions/1586099,os:android,Android 15,,19.2,,,,,2.0,true,218.65,False,
1586173,2026-06-08T06:49:53.318199Z,2026-06-08,en-US,email-and-messaging,email-and-messaging;thunderbird-android;,erhard15,My thunderbird mail dont vork,https://support.mozilla.org/questions/1586173,,,,Mail,,,,,1.0,true,12.11,True,latifosacur993
1586359,2026-06-09T09:25:16.020654Z,2026-06-09,en-US,import-and-export-email,windows-11;thunderbird-android;import-and-export-email;thunderbird-1510;thunderbird-15101;,thecoombes,"I have imported from my Windows desktop program to Thunderbird Android App, but existing messages are not appearing, onl",https://support.mozilla.org/questions/1586359,os:windows,WIndows 11,,151.0.1,151,,,,1.0,true,5.73,False,
1586399,2026-06-09T13:28:59.680269Z,2026-06-09,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,ray126,New to thunderbird email. How do I create a folder within the emails so I can separate emails out into folders,https://support.mozilla.org/questions/1586399,os:android,Android,,19.2,,,,,1.0,true,1.34,True,platform34
1586400,2026-06-09T13:39:56.366975Z,2026-06-09,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,jesuscpa7,Why my email don't sync,https://support.mozilla.org/questions/1586400,os:android,Android,,19.2,,,,,9.0,true,1.07,False,
1586424,2026-06-09T15:35:39.429492Z,2026-06-09,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,ray126,Sent email notification,https://support.mozilla.org/questions/1586424,os:android,Android,,19.2,,,,,1.0,true,94.04,False,
1586474,2026-06-09T19:25:03.337055Z,2026-06-09,en-US,accessibility,accessibility;windows-11;thunderbird-android;thunderbird-1510;thunderbird-15101;,barry93,Android Thunderbird app not synchronising all emails,https://support.mozilla.org/questions/1586474,os:windows,Windows 11,,151.0.1,151,m:ionos,,,1.0,true,534.62,False,
1586580,2026-06-10T09:30:46.979009Z,2026-06-10,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,john405,How to display unified inbox,https://support.mozilla.org/questions/1586580,os:android,Android,,19.2,,,,,1.0,false,,True,john405
1586597,2026-06-10T11:35:40.822918Z,2026-06-10,en-US,accessibility,accessibility;windows-11;thunderbird-android;,boggett2001,"After importing to T/b for Android, there is only one folder and there's a lot of blank screen",https://support.mozilla.org/questions/1586597,os:windows,Windows 11,,19.2 for Android,,,,,4.0,true,73.84,True,boggett2001
1586655,2026-06-10T16:28:00.473771Z,2026-06-10,en-US,encryption,windows-11;thunderbird-android;encryption;,sboda,I keep getting a certification alert on my android mobile app for my email addresses. This prevents me from getting any ,https://support.mozilla.org/questions/1586655,os:windows,Windows 11,,Version 19.2,,,,,2.0,true,7.58,False,
1586670,2026-06-10T17:57:57.877162Z,2026-06-10,en-US,send-and-receive-email,thunderbird-android;send-and-receive-email;,tomspitta,Unable to send emails via Thunderbird,https://support.mozilla.org/questions/1586670,os:android,Android 16,,19.2,,m:microsoftemail,proto:imap;proto:smtp;proto:oauth,,1.0,true,5.78,False,
1587011,2026-06-12T09:31:23.981448Z,2026-06-12,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,matinkhan.ahesankhan,New email not received in android,https://support.mozilla.org/questions/1587011,os:android,Android,,993,,,,,1.0,true,10.67,False,
1587243,2026-06-13T14:49:01.328199Z,2026-06-13,en-US,customization,customization;thunderbird-android;,ajt1047,How to change the maximum message size in Thunderbird for Android?,https://support.mozilla.org/questions/1587243,os:android,Android 16,,19.2,,,proto:smtp,,3.0,true,17.34,False,
1587315,2026-06-13T23:08:37.632123Z,2026-06-13,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,ed9213,Inbox Rules,https://support.mozilla.org/questions/1587315,os:android,Android,,K9 v19.2,,,,,1.0,true,8.23,False,
1587443,2026-06-14T19:51:41.827403Z,2026-06-14,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,leven2,how can i add an image or banner in an email using thunderbird android,https://support.mozilla.org/questions/1587443,os:android,android,,19.2,,,,,2.0,true,2.66,False,
1587525,2026-06-15T12:34:38.733921Z,2026-06-15,en-US,import-and-export-email,thunderbird-android;import-and-export-email;,madb1lly,Export/backup mailbox (emails and folders) from Thunderbird Android,https://support.mozilla.org/questions/1587525,,,,19.1,,,,,2.0,true,0.93,True,platform34
1587771,2026-06-16T17:21:21.303479Z,2026-06-16,en-US,email-and-messaging,android;email-and-messaging;thunderbird-android;,rustyvhoy,Flagged folder,https://support.mozilla.org/questions/1587771,os:android,Android,,19.2,,,,,1.0,true,21.89,False,
1587982,2026-06-17T16:55:13.617018Z,2026-06-17,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,creeble,Thunderbird Android 19.2 - refresh does not show new messages,https://support.mozilla.org/questions/1587982,os:android,Android,,19.2,,,,,2.0,true,16.71,True,platform34
1588039,2026-06-17T20:51:50.758431Z,2026-06-17,en-US,app-crash,android;thunderbird-android;app-crash;,michelleishappyp12,App keeps crashing,https://support.mozilla.org/questions/1588039,os:android,Android,,19.2,,m:mailcom,,,4.0,true,0.59,False,
1588049,2026-06-17T21:58:15.927034Z,2026-06-17,en-US,attachments,thunderbird-android;attachments;,michaelharvey1,Save all attachments not working,https://support.mozilla.org/questions/1588049,os:android,Android 9,,19.2,,,,,1.0,true,10.94,False,
1588089,2026-06-18T02:25:33.612885Z,2026-06-18,en-US,account-management,thunderbird-android;account-management;,knelso9,how to change thunderbird  password on samsung phone,https://support.mozilla.org/questions/1588089,,,,19.2,,,,,2.0,true,0.54,True,wxie2016
1588199,2026-06-18T14:46:12.971360Z,2026-06-18,en-US,save-passwords,android;thunderbird-android;save-passwords;,jochen_lehmann,How can I See my Passwords in thunderbird for android,https://support.mozilla.org/questions/1588199,os:android,Android,,19.2,,,,,1.0,true,1.53,True,platform34
1588395,2026-06-19T15:33:57.984667Z,2026-06-19,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,ciesielski.finanse,problem with Thunderbird for Android.,https://support.mozilla.org/questions/1588395,os:android,Android,,,,,,,3.0,true,1.24,False,
1588448,2026-06-19T20:33:15.660693Z,2026-06-19,en-US,send-and-receive-email,android;thunderbird-android;send-and-receive-email;,pascal.galle,Thunderbird mobile and on Ubuntu do not fetch Mails anymore,https://support.mozilla.org/questions/1588448,os:android,Android,,19.2,,,,,3.0,true,23.56,False,
